sample	FIPS
USA/VA-CDC-LC0054075/2021|OK233144.1|2021-04-30	51775
USA/VA-CDC-STM-ST554XJUR/2021|OM140219.1|2021-12-22	51069
USA/VA-DCLS-11649/2021|OM263265.1|2021-12-09	51017
USA/VA-VTVAS3-GSC28486/2021|ON133046.1|2021-11-28	51049
USA/VA-CAV_VAS3N_00012087_01/2022|OP061530.1|2022-05-27	51185
USA/VA-CAV_VAS3N_00012145_01/2022|OP059629.1|2022-06-02	51069
USA/VA-VTVAS3-GSC35563/2022|OP289472.1|2022-05-17	51690
USA/VA-CDC-LC0746928/2022|ON977400.1|2022-06-28	51179
USA/VA-CAV_VAS3N_00011144_01/2022|OP061168.1|2022-05-11	51630
USA/VA-CDC-LC0651241/2022|ON701155.1|2022-05-21	51077
USA/VA-CDC-LC0646607/2022|ON699233.1|2022-05-16	51670
USA/VA-CDC-STM-TKQ3Z5DHB/2022|ON765680.1|2022-06-03	51049
USA/VA-CDC-QDX37009856/2022|ON691224.1|2022-05-15	51009
USA/VA-CDC-LC0670770/2022|ON709628.1|2022-05-24	51730
USA/VA-CDC-LC0661702/2022|ON660179.1|2022-05-22	51570
USA/VA-CAV_VAS3N_00011375_01/2022|OP059234.1|2022-05-16	51167
USA/VA-CDC-LC0657774/2022|ON659224.1|2022-05-20	51550
USA/VA-CDC-QDX37009830/2022|ON691368.1|2022-05-15	51171
USA/VA-VTVAS3-GSC35726/2022|OP289624.1|2022-05-18	51155
USA/VA-CDC-QDX37009455/2022|ON690715.1|2022-05-14	51007
USA/VA-CAV_VAS3N_00011060_01/2022|OP061085.1|2022-05-11	51520
USA/VA-CDC-QDX36964077/2022|ON636632.1|2022-05-14	51121
USA/VA-CDC-QDX37009842/2022|ON691244.1|2022-05-15	51003
USA/VA-CDC-LC0694067/2022|ON803189.1|2022-06-07	51027
USA/VA-CDC-QDX36964992/2022|ON690264.1|2022-05-12	51193
USA/VA-CAV_VAS3N_00011425_01/2022|OP059275.1|2022-05-18	51001
USA/VA-CDC-LC0646186/2022|ON626222.1|2022-05-15	51595
USA/VA-CDC-LC0714233/2022|ON883878.1|2022-06-13	51099
USA/VA-CAV_VAS3N_00011307_01/2022|OP061244.1|2022-05-11	51775
USA/VA-CDC-LC0670112/2022|ON708893.1|2022-05-23	51015
USA/VA-CDC-QDX23486296/2021|MW930046.1|2021-03-31	51740
USA/VA-CDC-LC0660539/2022|ON657642.1|2022-05-18	51191
USA/VA-CDC-LC0646212/2022|ON625774.1|2022-05-14	51735
USA/VA-CAV_VAS3N_00011132_01/2022|OP061064.1|2022-05-14	51775
USA/VA-CDC-LC0646617/2022|ON699269.1|2022-05-16	51037
USA/VA-CDC-LC0628857/2022|ON591651.1|2022-05-10	51550
USA/VA-CAV_VAS3N_00012626_01/2022|OP059873.1|2022-06-06	51683
USA/VA-DCLS-5450/2021|MZ437122.1|2021-06	51145
USA/VA-CDC-QDX38614089/2022|OP041174.1|2022-07-01	51161
USA/VA-CDC-LC0648116/2022|ON699863.1|2022-05-17	51043
USA/VA-CAV_VAS3N_00011343_01/2022|OP059203.1|2022-05-11	51003
USA/VA-CDC-QDX37009860/2022|ON691182.1|2022-05-15	51590
USA/VA-VTVAS3-GSC36549/2022|OP326852.1|2022-06-19	51033
USA/VA-CDC-QDX37009459/2022|ON690773.1|2022-05-14	51840
USA/VA-CAV_VAS3N_00011897_01/2022|OP061435.1|2022-05-27	51107
USA/VA-CDC-LC0671040/2022|ON708618.1|2022-05-23	51057
USA/VA-CDC-LC0630719/2022|ON592270.1|2022-05-11	51775
USA/VA-CDC-LC0649148/2022|ON699955.1|2022-05-16	51049
USA/VA-QSTVAS3-39352827/2022|OQ183750.1|2022-07-23	51770
USA/VA-CDC-QDX37909623/2022|ON874654.1|2022-06-10	51790
USA/VA-CAV_VAS3N_00011218_01/2022|OP061149.1|2022-05-18	51059
USA/VA-CDC-LC0627467/2022|ON592865.1|2022-05-12	51620
USA/VA-DCLS-14230/2022|OP161335.1|2022-05-10	51145
USA/VA-CDC-LC0648225/2022|ON699739.1|2022-05-16	51009
USA/VA-CDC-QDX37009441/2022|ON690723.1|2022-05-14	51199
USA/VA-VTVAS3-GSC36201/2022|OP290670.1|2022-06-10	51147
USA/VA-CDC-LC0647277/2022|ON699600.1|2022-05-16	51700
USA/VA-CAV_VAS3N_00012278_01/2022|OP061620.1|2022-06-02	51530
USA/VA-CDC-STM-7EEFHUBGJ/2022|ON611305.1|2022-05-11	51197
USA/VA-DCLS-14259/2022|OP161270.1|2022-05-12	51017
USA/VA-CDC-LC0651119/2022|ON701315.1|2022-05-22	51115
USA/VA-CAV_VAS3N_00011621_01/2022|OP059433.1|2022-05-16	51620
USA/VA-VTVAS3-GSC36149/2022|OP290619.1|2022-06-02	51183
USA/VA-CDC-QDX36866734/2022|ON634629.1|2022-05-10	51119
USA/VA-CDC-LC0656269/2022|ON657753.1|2022-05-18	51175
USA/VA-CDC-QDX37458457/2022|ON740566.1|2022-05-29	51031
USA/VA-CAV_VAS3N_00011633_01/2022|OP059358.1|2022-05-12	51051
USA/VA-VTVAS3-GSC35802/2022|OP289731.1|2022-05-22	51007
USA/VA-CDC-LC0651075/2022|ON700927.1|2022-05-19	51520
USA/VA-CAV_VAS3N_00011271_01/2022|OP061211.1|2022-05-16	51830
USA/VA-CDC-LC0646088/2022|ON625429.1|2022-05-13	51073
USA/VA-CDC-LC0631259/2022|ON590851.1|2022-05-10	51720
USA/VA-CDC-QDX37054136/2022|ON680310.1|2022-05-16	51081
USA/VA-CAV_VAS3N_00011061_01/2022|OP061086.1|2022-05-12	51117
USA/VA-DCLS-4781/2021|MZ172855.1|2021-04	51800
USA/VA-CDC-LC0646143/2022|ON625867.1|2022-05-14	51143
USA/VA-CDC-QDX37100543/2022|ON679314.1|2022-05-17	51595
USA/VA-CDC-QDX37595309/2022|ON817706.1|2022-05-31	51590
USA/VA-CDC-LC0635762/2022|ON608744.1|2022-05-13	51117
USA/VA-CAV_VAS3N_00010734_01/2022|OP059110.1|2022-05-10	51037
USA/VA-CDC-LC0631544/2022|ON592082.1|2022-05-11	51059
USA/VA-VTVAS3-GSC36398/2022|OP290934.1|2022-06-12	51067
USA/VA-CDC-LC0664445/2022|ON687028.1|2022-05-17	51163
USA/VA-CAV_VAS3N_00011282_01/2022|OP061221.1|2022-05-17	51087
USA/VA-CDC-LC0670143/2022|ON708920.1|2022-05-23	51085
USA/VA-CDC-LC0648030/2022|ON699770.1|2022-05-16	51580
USA/VA-CDC-STM-UT83BBSPR/2022|ON634998.1|2022-05-16	51141
USA/VA-CDC-LC0649237/2022|ON700020.1|2022-05-16	51093
USA/VA-CDC-LC0650423/2022|ON700924.1|2022-05-19	51125
USA/VA-VTVAS3-GSC36101/2022|OP290464.1|2022-05-27	51840
USA/VA-CDC-QDX37549263/2022|ON766855.1|2022-05-31	51143
USA/VA-DCLS-10360/2021|OL740097.1|2021-10-05	51053
USA/VA-CDC-ASC210343441/2021|OL430936.1|2021-10-10	51141
USA/VA-CDC-LC0291057/2021|OK455652.1|2021-09-20	51177
USA/VA-CDC-LC0411692/2021|OL918628.1|2021-12-01	51049
USA/VA-CDC-QDX30410382/2021|OL498223.1|2021-10-25	51083
USA/VA-CDC-LC0306533/2021|OK520881.1|2021-09-28	51169
USA/VA-CDC-LC0430881/2021|OM043600.1|2021-12-16	51149
USA/VA-DCLS-9528/2021|OL740159.1|2021-09-20	51630
USA/VA-VTVAS3-GSC27415/2021|ON130343.1|2021-09-30	51163
USA/VA-DCLS-9061/2021|OL512615.1|2021-09-14	51071
USA/VA-CDC-QDX29360720/2021|OK574138.1|2021-10-02	51167
USA/VA-DCLS-8147/2021|OK216186.1|2021-08	51011
USA/VA-CDC-2-4829342/2021|OK085947.1|2021-07-19	51197
USA/VA-CDC-LC0171954/2021|MZ940988.1|2021-08-05	51085
USA/VA-DCLS-6669/2021|MZ890639.1|2021-07	51121
USA/VA-CDC-LC0013710/2021|MW985121.1|2021-02-02	51075
USA/VA-VTVAS3-GSC28753/2021|ON133194.1|2021-12-02	51036
USA/VA-CDC-ASC210653238/2021|OL939906.1|2021-11-24	51775
USA/VA-CDC-LC0423826/2021|OL992512.1|2021-12-06	51810
USA/VA-DCLS-11024/2021|OM037245.1|2021-11-29	51019
USA/VA-CDC-QDX31729736/2021|OL958031.1|2021-12-03	51017
USA/VA-CDC-LC0423820/2021|OL992514.1|2021-12-06	51103
USA/VA-VTVAS3-GSC28385/2021|ON132329.1|2021-11-22	51117
USA/VA-CDC-LC0393955/2021|OL737125.1|2021-11-16	51530
USA/VA-CDC-ASC210430829/2021|OL926828.1|2021-11-22	51141
USA/VA-CDC-LC0541484/2022|OM872891.1|2022-02-14	51101
USA/VA-VTVAS3-GSC33958/2022|ON615284.1|2022-02-07	51199
USA/VA-CDC-ASC210693826/2022|OM771112.1|2022-02-05	51027
USA/VA-CDC-LC0529504/2022|OM737384.1|2022-02-03	51169
USA/VA-VTVAS3-GSC33835/2022|ON615131.1|2022-02-08	51043
USA/VA-DCLS-13542/2022|OP683768.1|2022-02-04	51153
USA/VA-CDC-LC0533327/2022|OM789856.1|2022-02-11	51700
USA/VA-VTVAS3-GSC32191/2022|ON369609.1|2022-02-03	51670
USA/VA-CDC-ASC210695975/2022|OM782890.1|2022-02-07	51013
USA/VA-DCLS-13715/2022|OP504007.1|2022-03-11	51620
USA/VA-VTVAS3-GSC34337/2022|ON615381.1|2022-02-01	51187
USA/VA-CDC-LC0532079/2022|OM787386.1|2022-02-07	51145
USA/VA-VTVAS3-GSC34139/2022|ON605793.1|2022-02-02	51083
USA/VA-VTVAS3-GSC33189/2022|ON394320.1|2022-02-14	51133
USA/VA-CDC-LC0562184/2022|ON048292.1|2022-03-07	51173
USA/VA-DCLS-13524/2022|OP683756.1|2022-02-03	51720
USA/VA-DCLS-13579/2022|OP683595.1|2022-02-04	51550
USA/VA-CDC-ASC210550472/2022|OM784077.1|2022-02-09	51670
USA/VA-CDC-LC0533591/2022|OM789857.1|2022-02-11	51105
USA/VA-CDC-LC0550207/2022|OM941463.1|2022-02-21	51117
USA/VA-DCLS-13566/2022|OP683789.1|2022-02-05	51001
USA/VA-CDC-LC0549991/2022|OM941318.1|2022-02-21	51590
USA/VA-CDC-LC0072452/2021|OK231181.1|2021-06-07	51065
USA/VA-VTVAS3-GSC23177/2021|ON133825.1|2021-05-27	51003
USA/VA-CDC-ASC210080558/2021|OK436822.1|2021-09-08	51685
USA/VA-DCLS-9957/2021|OL419386.1|2021-09-12	51073
USA/VA-CDC-QDX29319705/2021|OK542581.1|2021-09-27	51041
USA/VA-CDC-LC0378910/2021|OL643089.1|2021-11-08	51191
USA/VA-CDC-LC0287525/2021|OK455156.1|2021-09-18	51035
USA/VA-CDC-LC0343960/2021|OL394125.1|2021-10-20	51183
USA/VA-DCLS-9754/2021|OK593564.1|2021-08	51049
USA/VA-CDC-LC0164121/2021|MZ940692.1|2021-08-04	51670
USA/VA-CDC-LC0096401/2021|MZ850364.1|2021-07-09	51810
USA/VA-DCLS-6495/2021|MZ813270.1|2021-07	51600
USA/VA-DCLS-8327/2021|OK479960.1|2021-08	51013
USA/VA-CDC-LC0096164/2021|MZ850259.1|2021-07-09	51179
USA/VA-CDC-LC0626811/2022|ON589807.1|2022-05-09	51191
USA/VA-CDC-LC0626700/2022|ON589980.1|2022-05-09	51125
USA/VA-CDC-LC0619872/2022|ON538049.1|2022-05-04	51630
USA/VA-CDC-LC0631684/2022|ON590872.1|2022-05-10	51103
USA/VA-CDC-QDX36806636/2022|ON633676.1|2022-05-09	51690
USA/VA-CDC-LC0645770/2022|ON625423.1|2022-05-13	51670
USA/VA-DCLS-14203/2022|OP554518.1|2022-05-06	51043
USA/VA-CDC-QDX36758959/2022|ON571173.1|2022-05-08	51155
USA/VA-CDC-LC0627206/2022|ON589981.1|2022-05-09	51099
USA/VA-CDC-LC0649136/2022|ON700132.1|2022-05-17	51081
USA/VA-CDC-QDX37009443/2022|ON690738.1|2022-05-14	51019
USA/VA-QSTVAS3-37535277/2022|OQ183864.1|2022-05-29	51021
USA/VA-VTVAS3-GSC34998/2022|ON714363.1|2022-05-03	51059
USA/VA-CDC-LC0698806/2022|ON826280.1|2022-06-09	51073
USA/VA-CDC-QDX36605112/2022|ON549607.1|2022-05-03	51187
USA/VA-CDC-LC0629484/2022|ON591648.1|2022-05-10	51530
USA/VA-CDC-QDX36758954/2022|ON571037.1|2022-05-08	51173
USA/VA-CDC-STM-TF9XHCU6H/2022|ON851807.1|2022-06-07	51510
USA/VA-CDC-QDX36758885/2022|ON570979.1|2022-05-08	51001
USA/VA-CDC-QDX36758951/2022|ON570978.1|2022-05-08	51660
USA/VA-CDC-LC0619798/2022|ON539449.1|2022-05-05	51175
USA/VA-CDC-LC0635757/2022|ON608724.1|2022-05-13	51840
USA/VA-CDC-LC0697867/2022|ON824520.1|2022-06-05	51580
USA/VA-VTVAS3-GSC35846/2022|OP289771.1|2022-05-24	51179
USA/VA-CDC-QDX37390079/2022|ON740268.1|2022-05-25	51595
USA/VA-CDC-LC0619734/2022|ON539395.1|2022-05-05	51145
USA/VA-CDC-LC0628694/2022|ON589155.1|2022-05-09	51159
USA/VA-CDC-LC0728127/2022|ON917523.1|2022-06-21	51117
USA/VA-CAV_VAS3N_00011615_01/2022|OP059429.1|2022-05-20	51021
USA/VA-CDC-QDX36806492/2022|ON634260.1|2022-05-09	51105
USA/VA-CDC-LC0674141/2022|ON727925.1|2022-05-26	51159
USA/VA-CDC-LC0660828/2022|ON658256.1|2022-05-19	51071
USA/VA-CDC-LC0628316/2022|ON589397.1|2022-05-09	51193
USA/VA-CDC-LC0684631/2022|ON771080.1|2022-05-31	51027
USA/VA-CDC-LC0615331/2022|ON539171.1|2022-05-05	51095
USA/VA-CDC-QDX37255059/2022|ON736386.1|2022-05-22	51690
USA/VA-CDC-QDX36714084/2022|ON574337.1|2022-05-06	51075
USA/VA-CDC-STM-VPZEUHYQQ/2022|ON861365.1|2022-06-15	51089
USA/VA-DCLS-14166/2022|OP554486.1|2022-05-05	51131
USA/VA-CAV_VAS3N_00011655_01/2022|OP059417.1|2022-05-19	51155
USA/VA-CAV_VAS3N_00010708_01/2022|OP059171.1|2022-05-09	51057
USA/VA-CDC-LC0628650/2022|ON589408.1|2022-05-09	51163
USA/VA-VTVAS3-GSC35797/2022|OP289727.1|2022-05-06	51161
USA/VA-CAV_VAS3N_00010695_01/2022|OP059186.1|2022-05-05	51735
USA/VA-CDC-LC0629441/2022|ON592759.1|2022-05-11	51145
USA/VA-CDC-QDX36651894/2022|ON574220.1|2022-05-04	51530
USA/VA-CDC-LC0619785/2022|ON539450.1|2022-05-05	51057
USA/VA-CDC-LC0615263/2022|ON539214.1|2022-05-05	51177
USA/VA-VTVAS3-GSC34979/2022|ON714345.1|2022-05-06	51185
USA/VA-CDC-LC0660862/2022|ON659019.1|2022-05-20	51520
USA/VA-CAV_VAS3N_00011288_01/2022|OP061227.1|2022-05-17	51143
USA/VA-CAV_VAS3N_00011345_01/2022|OP059205.1|2022-05-12	51810
USA/VA-CDC-QDX36806574/2022|ON633758.1|2022-05-09	51735
USA/VA-CDC-QDX36806299/2022|ON633198.1|2022-05-08	51820
USA/VA-VTVAS3-GSC35911/2022|OP290255.1|2022-05-19	51175
USA/VA-CDC-LC0646330/2022|ON625775.1|2022-05-14	51057
USA/VA-VTVAS3-GSC35063/2022|ON714421.1|2022-05-04	51091
USA/VA-CAV_VAS3N_00010701_01/2022|OP059141.1|2022-05-08	51173
USA/VA-CDC-LC0614472/2022|ON536530.1|2022-05-03	51169
USA/VA-CDC-QDX36806493/2022|ON634064.1|2022-05-09	51107
USA/VA-CAV_VAS3N_00011323_01/2022|OP061258.1|2022-05-18	51790
USA/VA-CAV_VAS3N_00011473_01/2022|OP059318.1|2022-05-10	51107
USA/VA-CDC-LC0647899/2022|ON699382.1|2022-05-14	51117
USA/VA-CDC-LC0614388/2022|ON536564.1|2022-05-03	51810
USA/VA-CAV_VAS3N_00010687_01/2022|OP059166.1|2022-05-05	51590
USA/VA-CDC-LC0615085/2022|ON539189.1|2022-05-05	51735
USA/VA-CDC-LC0660971/2022|ON658274.1|2022-05-19	51049
USA/VA-CDC-MMB08747028/2021|MZ434590.1|2021-05-11	51678
USA/VA-DCLS-10751/2021|OL784075.1|2021-11-12	51025
USA/VA-CDC-LC0378771/2021|OL644286.1|2021-11-09	51610
USA/VA-VTVAS3-GSC28715/2021|ON148964.1|2021-12-06	51177
USA/VA-DCLS-11722/2021|OM778051.1|2021-12-13	51167
USA/VA-CDC-LC0020864/2021|MW735165.1|2021-02-25	51700
USA/VA-CDC-LC0009409/2021|MW640435.1|2021-01-25	51101
USA/VA-CDC-LC0378834/2021|OL644141.1|2021-11-09	51735
USA/VA-DCLS-8881/2021|OL352645.1|2021-09-08	51550
USA/VA-CDC-ASC210094730/2021|OL425547.1|2021-09-26	51121
USA/VA-CDC-LC0263917/2021|OK279802.1|2021-09-07	51161
USA/VA-CDC-LC0259198/2021|OK280368.1|2021-09-07	51117
USA/VA-DCLS-8556/2021|OK428590.1|2021-08	51053
USA/VA-CDC-ASC210473917/2021|OL466721.1|2021-10-20	51107
USA/VA-DCLS-9074/2021|OK593653.1|2021-09	51685
USA/VA-DCLS-9760/2021|OK641707.1|2021-09	51700
USA/VA-DCLS-5807/2021|MZ594893.1|2021-07	51101
USA/VA-DCLS-6488/2021|MZ813263.1|2021-07	51045
USA/VA-DCLS-4252/2021|MW898259.1|2021-03	51770
USA/VA-DCLS-4497/2021|MZ165874.1|2021-04	51075
USA/VA-VTVAS3-GSC32049/2022|ON367357.1|2022-02-02	51083
USA/VA-CDC-LC0533710/2022|OM789453.1|2022-02-10	51670
USA/VA-CDC-LC0509349/2022|OM626240.1|2022-01-26	51143
USA/VA-CDC-ASC210649503/2022|OM742192.1|2022-02-02	51830
USA/VA-VTVAS3-GSC31074/2022|ON262217.1|2022-01-26	51193
USA/VA-DCLS-14106/2022|OP554424.1|2022-01-28	51600
USA/VA-CDC-LC0541447/2022|OM872909.1|2022-02-14	51710
USA/VA-CDC-ASC210860925/2022|OM863407.1|2022-02-17	51191
USA/VA-VTVAS3-GSC32001/2022|ON367306.1|2022-02-03	51175
USA/VA-VTVAS3-GSC33337/2022|ON258879.1|2022-01-25	51153
USA/VA-VTVAS3-GSC33688/2022|ON400992.1|2022-02-15	51036
USA/VA-VTVAS3-GSC32901/2022|ON259005.1|2022-01-26	51065
USA/VA-CDC-LC0508982/2022|OM627345.1|2022-01-26	51027
USA/VA-CDC-LC0540079/2022|OM803950.1|2022-02-12	51079
USA/VA-CDC-ASC210698767/2022|OM783922.1|2022-02-09	51047
USA/VA-VTVAS3-GSC34711/2022|ON712671.1|2022-01-28	51021
USA/VA-CDC-ASC210687548/2022|OM644978.1|2022-01-30	51051
USA/VA-CDC-LC0558154/2022|OM989237.1|2022-02-26	51051
USA/VA-CDC-QDX33439622/2022|OM775672.1|2022-01-30	51119
USA/VA-CDC-ASC210547155/2022|OM644359.1|2022-01-29	51077
USA/VA-VTVAS3-GSC32883/2022|ON258987.1|2022-01-26	51017
USA/VA-VTVAS3-GSC32853/2022|ON258963.1|2022-01-26	51017
USA/VA-VTVAS3-GSC33625/2022|ON400932.1|2022-02-10	51049
USA/VA-VTVAS3-GSC34738/2022|ON712691.1|2022-01-31	51650
USA/VA-VTVAS3-GSC34552/2022|ON615572.1|2022-01-31	51670
USA/VA-CDC-LC0508879/2022|OM627298.1|2022-01-26	51740
USA/VA-CDC-LC0610339/2022|ON535356.1|2022-05-01	51165
USA/VA-CDC-LC0610053/2022|ON536143.1|2022-05-02	51177
USA/VA-CDC-QDX36806598/2022|ON634009.1|2022-05-09	51720
USA/VA-CDC-LC0607079/2022|ON500303.1|2022-05-02	51031
USA/VA-CDC-QDX36651888/2022|ON574128.1|2022-05-04	51820
USA/VA-CDC-LC0603640/2022|ON498279.1|2022-04-28	51097
USA/VA-CDC-LC0614593/2022|ON537937.1|2022-05-04	51157
USA/VA-CDC-LC0604188/2022|ON498896.1|2022-04-29	51097
USA/VA-CDC-LC0684830/2022|ON771034.1|2022-05-31	51109
USA/VA-CDC-LC0600020/2022|ON466973.1|2022-04-26	51065
USA/VA-CDC-LC0619760/2022|ON539464.1|2022-05-05	51005
USA/VA-CDC-LC0655538/2022|ON657056.1|2022-05-18	51015
USA/VA-CDC-LC0605261/2022|ON499813.1|2022-05-01	51550
USA/VA-CDC-LC0684215/2022|ON772129.1|2022-06-02	51630
USA/VA-CDC-LC0605592/2022|ON499687.1|2022-04-30	51031
USA/VA-CDC-QDX36405671/2022|ON523376.1|2022-04-27	51075
USA/VA-VTVAS3-GSC34869/2022|ON712818.1|2022-04-27	51165
USA/VA-CDC-LC0611032/2022|ON535084.1|2022-04-30	51735
USA/VA-CDC-LC0614512/2022|ON537936.1|2022-05-04	51117
USA/VA-CDC-LC0605217/2022|ON500391.1|2022-05-02	51570
USA/VA-VTVAS3-GSC34794/2022|ON712745.1|2022-04-29	51043
USA/VA-CDC-LC0610352/2022|ON534869.1|2022-04-30	51079
USA/VA-CDC-LC0614380/2022|ON536567.1|2022-05-03	51750
USA/VA-CDC-LC0605332/2022|ON500206.1|2022-05-02	51153
USA/VA-CDC-LC0598746/2022|ON467547.1|2022-04-27	51105
USA/VA-CDC-LC0610135/2022|ON536042.1|2022-05-02	51041
USA/VA-CDC-QDX36470358/2022|ON523856.1|2022-04-29	51171
USA/VA-CDC-LC0648227/2022|ON699752.1|2022-05-15	51147
USA/VA-CDC-LC0610928/2022|ON535839.1|2022-05-02	51103
USA/VA-CDC-LC0599613/2022|ON468055.1|2022-04-28	51095
USA/VA-CDC-LC0610969/2022|ON535448.1|2022-05-01	51036
USA/VA-VTVAS3-GSC36369/2022|OP290908.1|2022-06-12	51167
USA/VA-CDC-LC0603767/2022|ON498690.1|2022-04-29	51775
USA/VA-CDC-LC0604502/2022|ON497488.1|2022-04-26	51685
USA/VA-CDC-LC0599751/2022|ON467974.1|2022-04-28	51141
USA/VA-CDC-LC0605319/2022|ON500392.1|2022-05-02	51025
USA/VA-CDC-LC0025865/2021|MW813207.1|2021-03-09	51029
USA/VA-CDC-LC0605626/2022|ON499782.1|2022-05-01	51091
USA/VA-CDC-LC0609866/2022|ON536068.1|2022-05-02	51650
USA/VA-CDC-LC0636768/2022|ON608306.1|2022-05-12	51595
USA/VA-CDC-LC0611028/2022|ON534928.1|2022-04-30	51595
USA/VA-VTVAS3-GSC35834/2022|OP289760.1|2022-05-25	51117
USA/VA-CDC-LC0605774/2022|ON500210.1|2022-05-02	51143
USA/VA-CDC-LC0613743/2022|ON538241.1|2022-05-04	51683
USA/VA-VTVAS3-GSC35049/2022|ON714409.1|2022-05-02	51117
USA/VA-CDC-LC0599698/2022|ON467973.1|2022-04-28	51117
USA/VA-DCLS-14030/2022|OP554308.1|2022-04-26	51105
USA/VA-CDC-QDX36806473/2022|ON634303.1|2022-05-09	51155
USA/VA-CDC-LC0605273/2022|ON500204.1|2022-05-02	51153
USA/VA-CDC-LC0674874/2022|ON728318.1|2022-05-26	51143
USA/VA-VTVAS3-GSC34752/2022|ON712705.1|2022-04-28	51163
USA/VA-VTVAS3-GSC34964/2022|ON714279.1|2022-04-28	51117
USA/VA-CDC-LC0604044/2022|ON498208.1|2022-04-28	51035
USA/VA-CDC-LC0610970/2022|ON535298.1|2022-05-01	51630
USA/VA-CDC-LC0629525/2022|ON591478.1|2022-05-10	51165
USA/VA-CDC-LC0626685/2022|ON590539.1|2022-05-09	51770
USA/VA-VTVAS3-GSC36455/2022|OP290813.1|2022-06-14	51610
USA/VA-CAV_VAS3N_00012921_01/2022|OP329749.1|2022-06-23	51019
USA/VA-CAV_VAS3N_00011764_01/2022|OP061398.1|2022-05-24	51101
USA/VA-CDC-LC0647343/2022|ON699480.1|2022-05-15	51685
USA/VA-CAV_VAS3N_00012363_01/2022|OP059746.1|2022-05-31	51093
USA/VA-CDC-LC0611029/2022|ON535108.1|2022-04-30	51193
USA/VA-CDC-QDX37298382/2022|ON744656.1|2022-05-23	51683
USA/VA-CDC-LC0615821/2022|ON537781.1|2022-05-04	51095
USA/VA-DCLS-14040/2022|OP554314.1|2022-04-28	51840
USA/VA-CAV_VAS3N_00010716_01/2022|OP059119.1|2022-05-01	51720
USA/VA-CDC-LC0599920/2022|ON466909.1|2022-04-26	51660
USA/VA-CDC-LC0095737/2021|MZ850051.1|2021-07-07	51740
USA/VA-CDC-LC0267196/2021|OK306997.1|2021-09-06	51820
USA/VA-CDC-ASC210177548/2021|OK222519.1|2021-08-25	51159
USA/VA-CDC-QDX28549433/2021|OK262331.1|2021-09-06	51037
USA/VA-DCLS-9697/2021|OL414987.1|2021-09-21	51001
USA/VA-DCLS-10177/2021|OL352447.1|2021-09-19	51093
USA/VA-CDC-LC0378933/2021|OL644186.1|2021-11-09	51183
USA/VA-CDC-ASC210331993/2021|OK601739.1|2021-09-20	51680
USA/VA-CDC-ASC210385823/2021|OL594607.1|2021-11-03	51510
USA/VA-CDC-LC0400670/2021|OL837879.1|2021-11-26	51127
USA/VA-CDC-LC0373714/2021|OL642781.1|2021-11-07	51730
USA/VA-CDC-ASC210527252/2021|OL951080.1|2021-11-08	51005
USA/VA-CDC-LC0393637/2021|OL737680.1|2021-11-17	51011
USA/VA-VTVAS3-GSC27712/2021|ON137894.1|2021-11-07	51095
USA/VA-CDC-ASC210454121/2021|OL785920.1|2021-11-09	51163
USA/VA-CDC-LC0394158/2021|OL738532.1|2021-11-18	51051
USA/VA-CDC-LC0372654/2021|OL642611.1|2021-11-07	51107
USA/VA-CDC-2-4524752/2021|OK187627.1|2021-05-10	51143
USA/VA-VTVAS3-GSC32193/2022|ON369611.1|2022-02-03	51063
USA/VA-CDC-LC0542467/2022|OM873646.1|2022-02-16	51033
USA/VA-VTVAS2-GSC32325/2022|ON394156.1|2022-02-14	51069
USA/VA-CDC-QDX34073265/2022|OM919942.1|2022-02-18	51678
USA/VA-DCLS-13348/2022|OM927801.1|2022-01-22	51109
USA/VA-CDC-LC0533187/2022|OM788523.1|2022-02-08	51027
USA/VA-VTVAS3-GSC31930/2022|ON367241.1|2022-01-24	51043
USA/VA-DCLS-13588/2022|OP683603.1|2022-02-04	51790
USA/VA-VTVAS3-GSC32203/2022|ON369621.1|2022-02-04	51740
USA/VA-CDC-LC0495162/2022|OM498652.1|2022-01-18	51630
USA/VA-CDC-ASC210541879/2022|OM564878.1|2022-01-24	51171
USA/VA-VTVAS3-GSC31978/2022|ON367284.1|2022-01-24	51153
USA/VA-CDC-LC0529770/2022|OM736997.1|2022-02-01	51580
USA/VA-VTVAS3-GSC31897/2022|ON367209.1|2022-01-21	51740
USA/VA-VTVAS3-GSC33279/2022|ON276712.1|2022-01-20	51099
USA/VA-CDC-LC0494256/2022|OM498619.1|2022-01-18	51119
USA/VA-VTVAS3-GSC33000/2022|ON394234.1|2022-02-16	51111
USA/VA-CDC-MMB13666795/2022|OM646059.1|2022-01-19	51840
USA/VA-CDC-LC0651452/2022|ON701229.1|2022-05-21	51790
USA/VA-CDC-QDX33439642/2022|OM775713.1|2022-01-30	51103
USA/VA-DCLS-4434/2021|MZ054818.1|2021-04	51036
USA/VA-DCLS-5919/2021|MZ613593.1|2021-07	51700
USA/VA-CDC-LC0100794/2021|MZ785324.1|2021-07-12	51670
USA/VA-DCLS-9819/2021|OK593575.1|2021-09	51775
USA/VA-VTVAS3-GSC24140/2021|ON131902.1|2021-08-19	51057
USA/VA-CDC-LC0247617/2021|OK200806.1|2021-08-31	51720
USA/VA-DCLS-9207/2021|OK930067.1|2021-09	51011
USA/VA-CDC-LC0227579/2021|OK133311.1|2021-08-27	51167
